"V1","V2","V3","V4","V5","V6","V7"
1,2,0.156189136661344,0.323069329157092,0.382860234150442,0.486354703188413,0
1,3,0.566518170532063,0.353904718434802,0.419402373231814,0.532774883770047,0
1,4,0.616646086316447,0.359754779520852,0.426335113529518,0.541581676821444,0
1,5,0.316931420917671,0.360913413050323,0.427708177031229,0.543325905739119,0
1,6,0.579786972407773,0.36114469369761,0.427982261120256,0.543674080017556,0
1,7,0.302697263095936,0.361190932055612,0.428037056877618,0.543743688119758,0
1,8,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,9,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,10,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,11,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,12,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,13,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,14,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,15,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,16,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,17,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,18,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,19,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,20,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
1,21,0.206688589496784,0.361200179016918,0.428048015187341,0.610561887460565,0
2,2,0.562195542725832,0.323069329157092,0.382860234150442,0.486354703188413,0
2,3,0.295986168702483,0.353904718434802,0.419402373231814,0.600801596376116,0
2,4,0.577568515999121,0.359754779520852,0.426335113529518,0.555637839743755,0
2,5,0.618692901523428,0.360913413050323,0.427708177031229,0.546157101120649,0
2,6,0.626593975026801,0.36114469369761,0.427982261120256,0.544241135099499,0
2,7,0.628162264203104,0.361190932055612,0.428037056877618,0.543857131920109,0
2,8,0.628475452420018,0.361200179016918,0.428048015187341,0.543780298743493,0
2,9,0.628538071336734,0.361202028380772,0.428050206815621,0.5437649308054,0
2,10,0.628550594371474,0.361202398252407,0.42805064513993,0.543761857165662,0
2,11,0.628553098948481,0.361202472226688,0.428050732804738,0.543761242435629,0
2,12,0.628553599862685,0.361202487021543,0.428050750337698,0.543761119489539,0
2,13,0.628553700045478,0.361202489980514,0.42805075384429,0.543761094900318,0
2,14,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,15,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,16,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,17,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,18,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,19,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,20,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
2,21,0.628553720082034,0.361202490572308,0.428050754545608,0.543761089982473,0
3,2,1.5929584954357,1.06205153011297,0.382860234150442,2.6528550574168,1.78885438199983
3,3,1.74499860223924,1.16341916055151,2.3580955011227,2.90605711347768,1.95959179422654
3,4,1.17212771662522,2.50187160581561,2.57748343915522,2.06633031908108,1.9919839356782
3,5,1.01963524680833,3.9922855421512,2.61915676821,1.08055475393713,1.99839935948749
3,6,0.482002337875857,3.02924437333349,1.85645989547607,0.739712169696172,1.9996799743959
3,7,0.900746696059013,1.72139993821594,1.66244866895829,0.650453070978004,1.99993599897597
3,8,0.96288539391244,1.31171529002039,0.912298567551033,2.66875585154784,1.99998719995904
3,9,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,10,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,11,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,12,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,13,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,14,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,15,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,16,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,17,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,18,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,19,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,20,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
3,21,0.974837943496073,1.21329009434264,1.49696514438049,1.31837245791148,1.99999743999836
4,2,0.562195542725832,0.323069329157092,0.382860234150442,0.486354703188413,0
4,3,0.615854360959595,0.353904718434802,0.419402373231814,0.532774883770047,0
4,4,0.626034461546154,0.359754779520852,0.426335113529518,0.541581676821444,0
4,5,0.628050680812838,0.360913413050323,0.427708177031229,0.543325905739119,0
4,6,0.628453148448384,0.36114469369761,0.427982261120256,0.543674080017556,0
4,7,0.628533611050141,0.361190932055612,0.428037056877618,0.543743688119758,0
4,8,0.62854970233446,0.361200179016918,0.428048015187341,0.543757608670908,0
4,9,0.62855292054189,0.361202028380772,0.428050206815621,0.543760392738373,0
4,10,0.628553564181399,0.361202398252407,0.42805064513993,0.543760949550156,0
4,11,0.628553692909222,0.361202472226688,0.428050732804738,0.543761060912444,0
4,12,0.628553718654783,0.361202487021543,0.428050750337698,0.543761083184899,0
4,13,0.628553723803895,0.361202489980514,0.42805075384429,0.54376108763939,0
4,14,0.628553724833718,0.361202490572308,0.428050754545608,0.543761088530288,0
4,15,0.628553725039682,0.361202490690667,0.428050754685872,0.543761088708468,0
